vector:
0,5,116,32,0,0,0,0,30,21,91,10,0,0,2,22,27,4,31,3,0,0,102,132,0,0,8,2,0,0,134,84,0,2,23,19,3,2,27,8,134,33,16,1,0,0,19,51,134,57,2,0,0,0,52,134,22,14,24,6,1,2,107,49,2,4,11,6,1,9,47,13,103,36,4,0,0,0,23,107,134,83,95,6,0,0,0,70,14,15,134,23,0,0,0,0,1,5,14,6,0,1,0,0,18,38,5,0,0,0,0,4,9,39,66,4,0,0,0,1,0,1,94,10,0,0,0,0
2,0,0,101,138,0,0,3,138,2,0,20,71,0,0,21,91,0,0,35,77,0,0,12,0,0,0,19,42,0,0,0,5,2,0,105,138,0,0,0,138,38,6,28,61,0,0,22,69,13,10,73,96,0,0,8,0,0,0,11,19,0,0,0,2,3,3,66,138,4,0,0,56,138,94,42,62,0,0,1,10,79,118,45,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,50,138,3,0,0,9,31,21,22,84,1,0,1,5,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,2,140,0,0,0,0,0,0,48,77,0,0,0,0,0,18,39,0,1,6,2,0,0,26,9,32,1,0,0,0,0,0,2,140,30,12,2,0,0,0,31,80,14,93,75,0,0,3,16,0,1,140,84,0,0,6,3,21,8,0,0,0,0,0,1,140,137,56,7,0,0,0,10,20,32,140,94,0,0,7,27,8,0,61,45,0,0,44,51,16,1,0,0,0,0,0,8,90,13,2,0,0,0,17,120,14,3,3,0,0,0,89,129,15,1,0,0,0,0,128,116
67,9,0,0,0,0,0,4,154,1,0,0,1,0,0,53,75,14,5,12,19,2,0,17,154,48,1,1,1,0,0,1,107,11,0,0,0,0,0,2,154,5,0,1,5,1,0,35,69,5,0,5,59,9,1,19,154,30,0,0,3,1,0,16,109,8,0,0,1,0,1,10,154,33,4,6,3,0,0,4,70,17,7,26,21,1,0,8,154,10,1,0,1,0,0,36,57,1,0,0,3,17,19,20,154,28,1,1,0,0,0,7,69,12,3,5,0,0,3,14,154,25,0,0,0,0,0,12
78,29,0,0,0,0,0,2,82,35,18,24,11,9,2,5,3,58,111,29,13,15,4,8,100,128,80,1,0,0,2,25,85,11,0,0,0,0,2,14,129,13,0,2,10,43,17,38,20,2,3,3,23,120,32,58,129,8,1,0,0,1,8,129,87,9,0,0,0,0,0,11,129,55,6,6,6,7,2,9,61,15,8,20,37,34,7,39,129,4,0,0,0,1,1,107,63,26,0,0,0,0,0,1,125,38,2,2,0,0,0,0,99,17,4,8,3,1,2,12,129,14,0,0,0,0,0,48
114,21,4,4,1,0,0,7,37,15,9,43,27,3,1,15,123,1,0,2,5,2,2,130,130,9,1,0,0,0,0,60,129,10,0,1,3,1,0,3,96,6,1,9,27,11,3,10,130,9,0,0,0,1,1,95,97,17,3,0,0,0,0,72,115,62,0,0,0,1,1,2,82,17,0,0,3,13,29,53,130,25,0,0,0,1,7,79,86,48,0,0,0,0,0,7,54,92,0,0,0,0,0,0,116,115,0,0,0,0,3,24,119,41,0,0,0,0,1,66,41,40,0,0,0,0,0,6
35,19,11,36,32,9,1,6,117,1,0,7,16,8,4,124,140,9,0,0,0,0,1,101,76,20,6,11,51,10,1,14,64,9,2,15,23,5,0,4,140,9,0,3,3,1,0,111,140,17,2,0,0,0,0,133,40,26,26,22,22,2,0,4,64,14,0,0,6,14,18,26,140,23,0,0,1,4,10,73,140,62,1,0,0,0,0,18,28,14,6,4,7,5,2,16,84,92,0,0,0,0,5,17,140,37,0,0,0,0,3,89,70,53,0,0,0,0,0,15,20,43,10,8,1,0,0,1
64,0,0,0,0,0,0,24,137,34,0,0,0,0,0,28,137,54,0,1,4,0,0,2,31,1,0,44,137,1,0,1,122,2,0,0,0,0,0,25,137,20,0,0,3,1,1,28,137,32,1,6,10,0,0,5,38,3,1,40,137,5,1,2,137,7,0,0,0,1,1,11,136,12,3,2,4,1,0,16,137,23,7,13,6,0,0,18,14,8,7,40,116,27,7,7,82,4,0,0,6,11,6,14,118,8,1,0,0,0,0,17,137,11,1,2,4,1,0,14,19,2,1,4,23,11,5,26
110,3,0,1,20,1,0,5,95,3,0,11,21,0,0,11,147,1,0,4,7,0,0,87,54,1,0,57,62,0,0,25,120,3,0,1,27,6,0,12,138,10,2,28,11,0,0,7,147,10,1,8,11,0,0,34,39,4,0,56,133,0,0,5,108,7,0,3,38,5,0,6,146,7,1,25,15,0,0,10,147,40,9,16,6,0,0,12,19,14,9,64,86,1,2,11,52,21,1,5,37,13,0,0,106,32,5,19,4,0,0,1,147,67,25,11,0,0,0,2,38,15,24,24,7,1,1,24
5,62,45,12,0,0,0,0,109,26,11,3,0,0,0,66,82,6,2,0,0,0,34,136,2,2,8,6,4,26,99,26,55,61,16,9,7,0,0,3,136,41,3,0,0,0,0,42,136,73,17,0,0,0,1,35,14,25,28,25,11,11,13,10,88,5,0,2,9,7,2,22,136,86,20,4,0,0,0,13,32,112,136,28,0,0,0,1,6,58,136,101,2,1,1,1,41,23,4,0,1,3,1,6,89,75,10,8,3,0,0,1,6,20,79,75,35,2,0,0,3,9,100,63,5,2,1,3
